,ticker,group_code,company_name,company_short_name
260,CNG,VNINDEX,Công ty Cổ phần CNG Việt Nam,CNG Việt Nam
261,CNT,UpcomIndex,Công ty Cổ phần Tập đoàn CNT,Tập đoàn CNT
262,CC1,UpcomIndex,Tổng Công ty Xây dựng số 1 - CTCP,TCT Xây dựng số 1
263,CDP,UpcomIndex,Công ty Cổ phần Dược phẩm Trung ương Codupha,Dược phẩm TW Codupha
264,COM,VNINDEX,Công ty Cổ phần Vật tư Xăng dầu,Vật tư Xăng dầu
265,TCK,UpcomIndex,Tổng Công ty Cơ khí Xây dựng - CTCP,COMA
266,CMN,UpcomIndex,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Colusa -  Miliket
267,ICN,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Dầu khí IDICO,XD Dầu Khí IDICO
268,CNN,UpcomIndex,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",Xây dựng Coninco
269,CPC,HNXIndex,Công ty Cổ phần Thuốc sát trùng Cần Thơ,Thuốc sát trùng Cần Thơ
270,DP1,UpcomIndex,Công ty Cổ phần Dược phẩm Trung ương CPC1,Dược phẩm Trung ương CPC1
271,DTP,UpcomIndex,Công ty Cổ phần Dược phẩm CPC1 Hà Nội,Dược phẩm CPC1 Hà Nội
272,CPH,UpcomIndex,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,PV mai táng Hải Phòng
273,CPI,UpcomIndex,Công ty Cổ phần Đầu tư Cảng Cái Lân,Đầu tư Cảng Cái Lân
274,CIA,HNXIndex,Công ty Cổ Phần Dịch Vụ Sân Bay Quốc Tế Cam Ranh,DV Sân Bay Cam Ranh
275,CRC,VNINDEX,Công ty Cổ phần Create Capital Việt Nam,Create Capital Việt Nam
276,CSC,HNXIndex,Công ty Cổ phần Tập đoàn COTANA,Tập đoàn COTANA
277,SGP,UpcomIndex,Công ty Cổ phần Cảng Sài Gòn,Cảng Sài Gòn
278,CSM,VNINDEX,Công ty Cổ phần Công nghiệp Cao su Miền Nam,Cao su Miền Nam
279,CSV,VNINDEX,Công ty Cổ phần Hóa chất Cơ bản miền Nam,Hóa chất Cơ bản miền Nam
280,CT3,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,Xây dựng công trình 3
281,CT6,UpcomIndex,Công ty Cổ phần Công trình 6,Công trình 6
282,CTA,UpcomIndex,Công ty Cổ phần Vinavico,Xây dựng Vinavico
283,CTB,HNXIndex,Công ty Cổ phần Chế tạo Bơm Hải Dương,Bơm Hải Dương
284,CTC,HNXIndex,Công ty Cổ phần Tập đoàn Hoàng Kim Tây Nguyên,Tập đoàn Hoàng Kim Tây Nguyên
285,CTD,VNINDEX,Công ty Cổ phần Xây dựng Coteccons,Xây dựng Coteccons
286,CTF,VNINDEX,Công ty Cổ phần City Auto,City Auto
287,CTG,VNINDEX,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,VietinBank
288,GTS,UpcomIndex,Công ty Cổ phần Công trình Giao thông Sài Gòn,Công trình Giao thông Sài Gòn
289,CTI,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,Cường Thuận IDICO
290,ICT,VNINDEX,Công ty Cổ phần Viễn thông - Tin học Bưu điện,Viễn thông - Tin học Bưu điện
291,CTN,UpcomIndex,Công ty Cổ phần Xây dựng Công trình ngầm,VINAVICO
292,CTP,HNXIndex,Công ty Cổ phần Minh Khang Capital Trading Public,Minh Khang Capital Trading Public
293,CTR,VNINDEX,Tổng Công ty Cổ phần Công trình Viettel,Công trình Viettel
294,CTS,VNINDEX,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Chứng khoán Vietinbank
295,CTT,HNXIndex,Công ty Cổ phần Chế tạo máy Vinacomin,Chế tạo máy Vinacomin
296,TTS,UpcomIndex,Công ty Cổ phần Cán thép Thái Trung,Cán thép Thái Trung
297,CTW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Cần Thơ,Cấp thoát nước Cần Thơ
298,CTX,HNXIndex,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,CONSTREXIM
299,AUM,UpcomIndex,Công ty Cổ phần Vinacafe Sơn Thành,Vinacafe Sơn Thành
300,CVN,HNXIndex,Công ty Cổ phần Vinam,Vinam Group
301,CVT,VNINDEX,Công ty Cổ phần CMC,CMC JSC
302,CX8,HNXIndex,Công ty Cổ phần Đầu tư và Xây lắp Constrexim số 8,Constrexim số 8
303,CYC,UpcomIndex,Công ty Cổ phần Gạch men Chang Yih,Gạch men Chang YIH
304,D11,HNXIndex,Công ty Cổ phần Địa ốc 11,Địa ốc 11
305,D2D,VNINDEX,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Phát triển Đô thị số 2
306,DAC,UpcomIndex,Công ty Cổ phần 382 Đông Anh,CTCP 382 Đông Anh
307,DCR,UpcomIndex,Công ty Cổ phần Gạch men COSEVCO,Gạch men COSEVCO
308,DAD,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,Phát triển GD Đà Nẵng
309,DAE,HNXIndex,Công ty Cổ phần Sách Giáo dục tại TP.Đà Nẵng,Sách Giáo dục Đà Nẵng
310,DAG,VNINDEX,Công ty Cổ phần Tập đoàn Nhựa Đông Á,TĐ Nhựa Đông Á
311,DCG,UpcomIndex,Công ty Cổ phần Tổng Công ty May Đáp Cầu,May Đáp Cầu
312,DAH,VNINDEX,Công ty Cổ phần Tập đoàn Khách sạn Đông Á,Tập đoàn Khách sạn Đông Á
313,DRG,UpcomIndex,Công ty Cổ phần Cao su Đắk Lắk,Cao su Đắk Lắk
314,DRI,UpcomIndex,Công ty Cổ phần Đầu tư Cao su Đắk Lắk,Đầu tư Cao su Đắk Lắk
315,UDL,UpcomIndex,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,Đô thị và Môi trường Đắk Lắk
316,DWC,UpcomIndex,Công ty Cổ phần Cấp nước Đắk Lắk,Cấp nước Đắk Lắk
317,DHB,UpcomIndex,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,Đạm Hà Bắc
318,ADS,VNINDEX,Công ty Cổ phần DAMSAN,Dệt sợi DAMSAN
319,DAN,UpcomIndex,Công ty Cổ phần Dược Danapha,Dược Danapha
320,DNE,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Đà Nẵng,Môi trường Đô thị Đà Nẵng
321,DAP,UpcomIndex,Công ty Cổ phần Đông Á,Bao bì Đông Á
322,DAS,UpcomIndex,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,Thiết bị Dầu khí Đà Nẵng
323,DPG,VNINDEX,Công ty Cổ phần Tập đoàn Đạt Phương,Tập đoàn Đạt Phương
324,DBC,VNINDEX,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,Tập đoàn DABACO
325,TDB,UpcomIndex,Công ty Cổ phần Thủy điện Định Bình,Thủy điện Định Bình
326,DBM,UpcomIndex,Công ty Cổ phần Dược - Vật tư Y tế Đắk Lắk,BAMEPHARM
327,DBT,VNINDEX,Công ty Cổ phần Dược phẩm Bến Tre,Dược phẩm Bến Tre
328,DC2,HNXIndex,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,DIC Số 2
329,DC4,VNINDEX,Công ty Cổ phần Xây dựng DIC Holdings,Xây dựng DIC Holdings
330,DCL,VNINDEX,Công ty Cổ phần Dược phẩm Cửu Long,Dược phẩm Cửu Long
331,DCM,VNINDEX,Công ty Cổ phần Phân bón Dầu Khí Cà Mau,Đạm Cà Mau
332,DCS,UpcomIndex,Công ty Cổ phần Tập đoàn Đại Châu,Đại Châu
333,DCT,UpcomIndex,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai,Tấm lợp VLXD Đồng Nai
334,VBG,UpcomIndex,Công ty Cổ phần Địa chất Việt Bắc - TKV,Địa chất Việt Bắc - TKV
335,DDM,UpcomIndex,Công ty Cổ phần Hàng hải Đông Đô,Hàng hải Đông Đô
336,DDN,UpcomIndex,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng,Dược - TB Y tế Đà Nẵng
337,DDV,UpcomIndex,Công ty Cổ phần DAP - Vinachem,DAP - Vinachem
338,DCF,UpcomIndex,Công ty Cổ phần Xây dựng và Thiết kế số 1,XD và Thiết kế số 1
339,DM7,UpcomIndex,Công ty Cổ phần Dệt may 7,Dệt may 7
340,DFF,UpcomIndex,Công ty Cổ phần Tập đoàn Đua Fat,Tập đoàn Đua Fat
341,DGC,VNINDEX,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang,Hóa chất Đức Giang
342,DGT,UpcomIndex,Công ty Cổ phần Công trình Giao thông Đồng Nai,Công trình GT Đồng Nai
343,DGW,VNINDEX,Công ty Cổ phần Thế Giới Số,Thế Giới Số
344,DHA,VNINDEX,Công ty Cổ phần Hóa An,Hóa An
345,DHC,VNINDEX,Công ty Cổ phần Đông Hải Bến Tre,Đông Hải Bến Tre
346,DHG,VNINDEX,Công ty Cổ phần Dược Hậu Giang,Dược Hậu Giang
347,DHM,VNINDEX,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu,Khoáng sản Dương Hiếu
348,DHP,HNXIndex,Công ty Cổ phần Điện cơ Hải Phòng,Điện cơ Hải Phòng
349,DHT,HNXIndex,Công ty Cổ phần Dược phẩm Hà Tây,Dược phẩm Hà Tây
350,DIC,UpcomIndex,Công ty Cổ phần Đầu tư và Thương mại DIC,ĐT và TM DIC
351,DC1,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,Phát triển Xây dựng số 1 (DIC1)
352,DID,UpcomIndex,Công ty Cổ phần DIC - Đồng Tiến,DIC - Đồng Tiến
353,TTE,VNINDEX,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,ĐT Năng lượng Trường Thịnh
354,DIG,VNINDEX,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,DIC Corp
355,DIH,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,PT Xây dựng Hội An
356,DL1,HNXIndex,Công ty Cổ phần Tập đoàn Alpha Seven,Tập đoàn Alpha 7
357,DLD,UpcomIndex,Công ty Cổ phần Du lịch Đắk Lắk,Du lịch Đắk Lắk
358,DLG,VNINDEX,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,Đức Long Gia Lai
359,DLM,UpcomIndex,Công ty Cổ phần Chiếu sáng công cộng Đà Nẵng,Chiếu sáng công cộng Đà Nẵng
360,DLR,UpcomIndex,Công ty Cổ phần Địa ốc Đà Lạt,Địa ốc Đà Lạt
361,DUS,UpcomIndex,Công ty Cổ phần Dịch vụ Đô thị Đà Lạt,Dịch vụ Đô thị Đà Lạt
362,DMC,VNINDEX,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Dược phẩm DOMESCO
363,NSS,UpcomIndex,Công ty Cổ phần Nông súc sản Đồng Nai,Nông súc sản Đồng Nai
364,DNC,HNXIndex,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,Điện nước Hải Phòng
365,DNW,UpcomIndex,Công ty Cổ phần Cấp nước Đồng Nai,Cấp nước Đồng Nai
366,DNH,UpcomIndex,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Thủy điện Đa Nhim-Hàm Thuận-Đa Mi
367,DNL,UpcomIndex,Công ty Cổ phần Logistics Cảng Đà Nẵng,Logistics Cảng Đà Nẵng
368,DNM,HNXIndex,Tổng Công ty Cổ phần Y tế Danameco,Y tế Danameco
369,DND,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,XD và Vật liệu Đồng Nai
370,DNN,UpcomIndex,Công ty Cổ phần Cấp nước Đà Nẵng,Cấp nước Đà Nẵng
371,DNP,HNXIndex,Công ty Cổ phần DNP Holding,Nhựa Đồng Nai
372,CDN,HNXIndex,Công ty Cổ phần Cảng Đà Nẵng,Cảng Đà Nẵng
373,DSC,UpcomIndex,Công ty Cổ phần Chứng khoán DSC,Chứng khoán DSC
374,DNT,UpcomIndex,Công ty Cổ phần Du lịch Đồng Nai,Du lịch Đồng Nai
375,DOC,UpcomIndex,Công ty Cổ phần Vật tư nông nghiệp Đồng Nai,Vật tư nông nghiệp Đồng Nai
376,MCD,UpcomIndex,Công ty Cổ phần Môi trường và Công trình Đô thị Đông Hà,Môi trường và Đô thị Đông Hà
377,BSD,UpcomIndex,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân","Bia, rượu Sài Gòn - Đồng Xuân"
378,DMN,UpcomIndex,Công ty Cổ phần Domenal,Domenal
379,DOP,UpcomIndex,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp,Vận tải XD Đồng Tháp
380,CDR,UpcomIndex,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Xây dựng Cao su Đồng Nai
381,DPD,UpcomIndex,Công ty cổ phần Cao su Đồng Phú - Đắk Nông,Cao su Đồng Phú Đắk Nông
382,DWS,UpcomIndex,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp,Cấp nước Đồng Tháp
383,DPC,HNXIndex,Công ty Cổ phần Nhựa Đà Nẵng,Nhựa Đà Nẵng
384,DPM,VNINDEX,Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí - Công ty Cổ phần,Đạm Phú Mỹ
385,DPP,UpcomIndex,Công ty Cổ phần Dược Đồng Nai,Dược Đồng Nai
386,DPR,VNINDEX,Công ty Cổ phần Cao su Đồng Phú,Cao su Đồng Phú
387,DPS,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn,Đầu tư Phát triển Sóc Sơn
388,DP2,UpcomIndex,Công ty Cổ phần Dược phẩm Trung ương 2,Dược phẩm TW 2
389,DQC,VNINDEX,Công ty Cổ phần Bóng đèn Điện Quang,Bóng đèn Điện Quang
390,DRC,VNINDEX,Công ty Cổ phần Cao su Đà Nẵng,Cao su Đà Nẵng
391,DRH,VNINDEX,Công ty Cổ phần DRH Holdings,DRH Holdings
392,DRL,VNINDEX,Công ty Cổ phần Thủy điện - Điện lực 3,Thủy điện - Điện lực 3
393,DSN,VNINDEX,Công ty Cổ phần Công viên nước Đầm Sen,Công viên nước Đầm Sen
394,DST,HNXIndex,Công ty Cổ phần Đầu tư Sao Thăng Long,Đầu tư Sao Thăng Long
395,DSV,UpcomIndex,Công ty Cổ phần Đường sắt Vĩnh Phú,Đường sắt Vĩnh Phú
396,DTA,VNINDEX,Công ty Cổ phần Đệ Tam,BĐS Đệ Tam
397,BDT,UpcomIndex,Công ty Cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,VLXD Đồng Tháp
398,DTC,HNXIndex,Công ty Cổ phần Viglacera Đông Triều,Viglacera Đông Triều
399,DTE,UpcomIndex,Công ty Cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,Đại Trường Thành Holdings
400,DTI,UpcomIndex,Công ty Cổ phần Đầu tư Đức Trung,Đầu tư Đức Trung
401,DTL,VNINDEX,Công ty Cổ phần Đại Thiên Lộc,Đại Thiên Lộc
402,DTN,UpcomIndex,Công ty Cổ phần Diêm Thống Nhất,Diêm Thống Nhất
403,DTT,VNINDEX,Công ty Cổ phần Kỹ nghệ Đô Thành,Kỹ nghệ Đô Thành
404,DTV,UpcomIndex,Công ty Cổ phần Phát triển điện Trà Vinh,PT điện Nông thôn Trà Vinh
405,MTV,UpcomIndex,Công ty Cổ phần Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Công trình đô thị Vũng Tàu
406,MGG,UpcomIndex,Tổng Công ty Đức Giang - Công ty Cổ phần,May Đức Giang
407,DVC,UpcomIndex,Công ty Cổ phần Thương mại dịch vụ Tổng Hợp Cảng Hải Phòng,TM dịch vụ Cảng Hải Phòng
408,DVG,HNXIndex,Công ty Cổ phần Tập đoàn Sơn Đại Việt,Tập đoàn Sơn Đại Việt
409,DVP,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,ĐT và PT Cảng Đình Vũ
410,DSG,UpcomIndex,Công ty Cổ phần Kính Đáp Cầu,Kính Đáp Cầu
411,DVW,UpcomIndex,Công ty Cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,DV và XD cấp nước Đồng Nai
412,DXG,VNINDEX,Công ty Cổ phần Tập đoàn Đất Xanh,Địa ốc Đất Xanh
413,DXL,UpcomIndex,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Du lịch và Xuất nhập khẩu Lạng Sơn
414,DXP,HNXIndex,Công ty Cổ phần Cảng Đoạn Xá,Cảng Đoạn Xá
415,DXS,VNINDEX,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,Dịch vụ BĐS Đất Xanh
416,DXV,VNINDEX,Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng,Vật liệu Xây dựng Đà Nẵng
417,DZM,HNXIndex,Công ty Cổ phần Cơ điện Dzĩ An,Cơ điện Dzĩ An
418,FUESSV50,VNINDEX,Quỹ ETF SSIAM VNX50,Quỹ ETF SSIAM VNX50
419,E1VFVN30,VNINDEX,Quỹ ETF DCVFMVN30,Quỹ ETF DCVFMVN30
420,EBS,HNXIndex,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội,Sách Giáo dục Hà Nội
421,E29,UpcomIndex,Công ty cổ phần Đầu tư Xây dựng và Kỹ thuật 29,Đầu tư XD và Kỹ thuật 29
422,ECI,HNXIndex,Công ty Cổ phần Tập đoàn ECI,Bản đồ và tranh ảnh GD
423,EFI,UpcomIndex,Công ty Cổ phần Đầu tư Tài chính Giáo dục,Tài chính giáo dục
424,EIB,VNINDEX,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,Eximbank
425,EID,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,Phát triển GD Hà Nội
426,ELC,VNINDEX,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,ELCOM
427,EMC,VNINDEX,Công ty Cổ phần Cơ điện Thủ Đức,Cơ điện Thủ Đức
428,EME,UpcomIndex,Công ty Cổ phần Điện Cơ,Điện Cơ
429,EMG,UpcomIndex,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện,Thiết bị phụ tùng cơ điện
430,EMS,UpcomIndex,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần,Chuyển phát nhanh Bưu điện
431,EPC,UpcomIndex,Công ty Cổ phần Cà Phê Ea Pốk,Cà Phê Ea Pốk
432,FUESSVFL,VNINDEX,Quỹ ETF SSIAM VNFIN LEAD,Quỹ ETF SSIAM VNFIN LEAD
433,EVE,VNINDEX,Công ty Cổ phần Everpia,Everpia
434,EVG,VNINDEX,Công ty Cổ phần Tập đoàn Everland,Tập đoàn Everland
435,EVF,VNINDEX,Công ty Tài chính Cổ phần Điện Lực,Tài chính Điện lực
436,EIC,UpcomIndex,Công ty Cổ phần EVN Quốc Tế,EVN Quốc Tế
437,LEC,VNINDEX,Công ty Cổ phần Bất động sản Điện lực Miền Trung,BĐS Điện lực Miền Trung
438,FHS,UpcomIndex,Công ty Cổ phần Phát hành sách Thành phố Hồ Chí Minh - FAHASA,Phát hành sách TP HCM - FAHASA
439,ROS,UpcomIndex,Công ty Cổ phần Xây dựng FLC FAROS,Xây dựng FLC FAROS
440,FBA,UpcomIndex,Công ty Cổ phần Tập đoàn Quốc tế FBA,Tập đoàn Quốc tế FBA
441,FCM,VNINDEX,Công ty Cổ phần Khoáng sản FECON,Khoáng sản FECON
442,FCN,VNINDEX,Công ty Cổ phần FECON,FECON CORP
443,FDC,VNINDEX,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,FIDECO
444,FIC,UpcomIndex,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần,VLXD số 1
445,FID,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,Đầu tư và PT doanh nghiệp VN
446,FIR,VNINDEX,Công ty Cổ phần Địa ốc First Real,Địa ốc First Real
447,FSO,UpcomIndex,Công ty Cổ phần Cơ khí đóng tàu thủy sản Việt Nam,Đóng tàu thủy sản VN
448,FIT,VNINDEX,Công ty Cổ phần Tập đoàn F.I.T,Tập đoàn F.I.T
449,FLC,VNINDEX,Công ty Cổ phần Tập đoàn FLC,Tập đoàn FLC
450,ART,HNXIndex,Công ty Cổ phần Chứng khoán BOS,Chứng khoán BOS
451,FMC,VNINDEX,Công ty Cổ phần Thực phẩm Sao Ta,Thực phẩm Sao Ta
452,FOC,UpcomIndex,Công ty Cổ phần Dịch vụ Trực tuyến FPT,FPT Online
453,FBC,UpcomIndex,Công ty Cổ phần Cơ khí Phổ Yên,Cơ khí Phổ Yên
454,FCS,UpcomIndex,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Lương thực TP Hồ Chí Minh
455,FRM,UpcomIndex,Công ty Cổ phần Lâm nghiệp Sài Gòn,Lâm nghiệp Sài Gòn
456,DP3,HNXIndex,Công ty Cổ Phần Dược Phẩm Trung Ương 3,Dược Phẩm TW3
457,FTM,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Phát triển Đức Quân
458,FPT,VNINDEX,Công ty Cổ phần FPT,FPT Corp
459,FRT,VNINDEX,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ FPT
460,FTS,VNINDEX,Công ty Cổ phần Chứng khoán FPT,Chứng khoán FPT
461,FRC,UpcomIndex,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,Lâm đặc sản xuất khẩu Quảng Nam
462,FT1,UpcomIndex,Công ty Cổ phần Phụ tùng máy số 1,Phụ tùng máy số 1
463,FOX,UpcomIndex,Công ty Cổ phần Viễn thông FPT,FPT Telecom
464,FTI,UpcomIndex,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,Công nghiệp - Thương mại Hữu Nghị
465,FUEMAV30,VNINDEX,Quỹ ETF MAFM VN30,Quỹ ETF MAFM VN30
466,FUESSV30,VNINDEX,Quỹ ETF SSIAM VN30,Quỹ ETF SSIAM VN30
467,FUEVFVND,VNINDEX,Quỹ ETF DCVFMVN DIAMOND,Quỹ ETF DCVFMVN DIAMOND
468,FUEVN100,VNINDEX,Quỹ ETF VINACAPITAL VN100,Quỹ ETF VINACAPITAL VN100
469,G20,UpcomIndex,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,Đầu tư Dệt may Vĩnh Phúc
470,GAB,VNINDEX,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC,Đầu tư Khai khoáng và Quản lý Tài sản FLC
471,M10,UpcomIndex,Tổng công ty May 10 - Công ty Cổ phần,May10
472,GAS,VNINDEX,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,PV Gas
473,BVB,UpcomIndex,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng Bản Việt
474,GDT,VNINDEX,Công ty Cổ phần Chế biến Gỗ Đức Thành,Gỗ Đức Thành
475,GDW,HNXIndex,Công ty Cổ phần Cấp nước Gia Định,Cấp nước Gia Định
476,GEX,VNINDEX,Công ty Cổ phần Tập đoàn Gelex,Tập đoàn Gelex
477,GEE,UpcomIndex,Công ty Cổ phần Điện lực Gelex,Thiết bị điện GELEX
478,PGV,VNINDEX,Tổng Công ty Phát điện 3 - Công ty Cổ phần,Tổng Công ty Phát điện 3
479,GER,UpcomIndex,Công ty Cổ phần Thể thao Ngôi sao Geru,Thể thao Ngôi sao Geru
480,GGG,UpcomIndex,Công ty Cổ phần Ô tô Giải Phóng,Ôtô Giải Phóng
481,GHC,UpcomIndex,Công ty Cổ phần Thủy điện Gia Lai,Thủy điện Gia Lai
482,FGL,UpcomIndex,Công ty Cổ phần Cà phê Gia Lai,Cà Phê Gia Lai
483,GLW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Gia Lai,Cấp thoát nước Gia Lai
484,GIL,VNINDEX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,XNK Bình Thạnh
485,GLC,UpcomIndex,Công ty Cổ phần Vàng Lào Cai,Vàng Lào Cai
486,GEG,VNINDEX,Công ty Cổ phần Điện Gia Lai,Điện Gia Lai
487,GLT,HNXIndex,Công ty Cổ phần Kỹ thuật điện Toàn Cầu,KT Điện Toàn Cầu
488,GMA,HNXIndex,Công ty Cổ phần G-Automobile,Enteco Việt Nam
489,GMC,VNINDEX,Công ty Cổ phần Garmex Sài Gòn,Garmex Sài Gòn
490,GMD,VNINDEX,Công ty Cổ phần Gemadept,Gemadept
491,GMX,HNXIndex,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,Gạch ngói Mỹ Xuân
492,GIC,HNXIndex,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,ĐT Dịch vụ và PT Xanh
493,GSM,UpcomIndex,Công ty Cổ phần Thủy điện Hương Sơn,Thủy điện Hương Sơn
494,GSP,VNINDEX,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,Gas Shipping
495,C36,UpcomIndex,Công ty Cổ phần Quản lý và Xây dựng Công trình Giao thông 236,XD công trình giao thông 236
496,GTA,VNINDEX,Công ty Cổ phần Chế biến Gỗ Thuận An,Gỗ Thuận An
497,DDH,UpcomIndex,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Đảm bảo GTĐT Hải Phòng
498,GTH,UpcomIndex,Công ty Cổ phần Xây dựng Giao thông Thừa Thiên Huế,XD-GT Thừa Thiên Huế
499,GTT,UpcomIndex,Công ty Cổ phần Thuận Thảo,Thuận Thảo Group
500,H11,UpcomIndex,Công ty Cổ phần Xây dựng HUD101,Xây dựng HUD101
501,PHN,HNXIndex,Công ty Cổ phần Pin Hà Nội,Pin Hà Nội
502,HC1,UpcomIndex,Công ty Cổ phần Xây dựng số 1 Hà Nội,Xây dựng số 1 Hà Nội
503,HCB,UpcomIndex,Công ty Cổ phần Dệt may 29/3,Dệt may 29/3
504,HC3,UpcomIndex,Công ty Cổ phần Xây dựng số 3 Hải Phòng,Xây dựng số 3 Hải Phòng
505,HAD,HNXIndex,Công ty Cổ phần Bia Hà Nội - Hải Dương,Bia Hà Nội - Hải Dương
506,HDP,UpcomIndex,Công ty Cổ phần Dược Hà Tĩnh,Dược Hà Tĩnh
507,HAG,VNINDEX,Công ty Cổ phần Hoàng Anh Gia Lai,Hoàng Anh Gia Lai
508,HAH,VNINDEX,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải và Xếp dỡ Hải An
509,HAI,VNINDEX,Công ty Cổ phần Nông dược HAI,Nông Dược HAI
510,HPX,VNINDEX,Công ty Cổ phần Đầu tư Hải Phát,Đầu tư Hải Phát
511,HID,VNINDEX,Công ty Cổ phần Halcom Vietnam,Halcom Vietnam
512,HNR,UpcomIndex,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,Cồn Rượu và Nước Giải Khát Hà Nội
513,HLB,UpcomIndex,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Bia và NGK Hạ Long
514,HLT,UpcomIndex,Công ty Cổ phần Dệt may Hoàng Thị Loan,Dệt may Hoàng Thị Loan
515,HAM,UpcomIndex,Công ty Cổ phần Vật tư Hậu Giang,Vật tư Hậu Giang
516,HHV,VNINDEX,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,Đầu tư Hạ tầng Giao thông Đèo Cả
517,AAS,UpcomIndex,Công ty Cổ phần Chứng khoán SmartInvest,Chứng khoán SmartInvest
518,BBM,UpcomIndex,Công ty Cổ phần Bia Hà Nội - Nam Định,Bia Hà Nội - Nam Định
